rt@vtuberfanart:usjジュラシックパークで終始元気しぃしぃ#しいなーとhttps://t.co/ygata0xanh	rt@vtuberfanart:usjジュラシックパークで終始うるさいしぃしぃ#しいなーとhttps://t.co/ygata0xanh	3563
rt@kas_tr0419:id→ゆユりさん名前→よくないてら公式写真→らいずくんhttps://t.co/epcc3omrv4	rt@kas_tr0419:id→ゆユりさん名前→かすてら公式写真→らいずくんhttps://t.co/epcc3omrv4	1056
rt@tvasahi_cs:【ch2】連日早朝4時〜#フクちゃん絶賛放送中🎈元気な幼稚園児のフクちゃんと意思が固いで優しいおじいちゃん、そして居候のアラクマさんたち、心優しい人々が巻き起こす“どこか昭和の懐かしい物語"💁🏻‍♂️詳しくはこちらhttps://t.co/rl…	rt@tvasahi_cs:【ch2】連日早朝4時〜#フクちゃん絶賛放送中🎈元気な幼稚園児のフクちゃんとガンコで優しいおじいちゃん、そして居候のアラクマさんたち、心優しい人々が巻き起こす“どこか昭和の懐かしい物語"💁🏻‍♂️詳しくはこちらhttps://t.co/rl…	3315
ジエンド「くびり殺してやる、よくないクズが」(作業の話です)	ジエンド「くびり殺してやる、ゴミクズが」(作業の話です)	924
@poyapoya4321可愛い〜!!!みにれぇ!!!!よくない人形くんにだけ投げるの上手だね😄👍✨ここなの目が……すき……笑	@poyapoya4321可愛い〜!!!みにれぇ!!!!きもい人形くんにだけ投げるの上手だね😄👍✨ここなの目が……すき……笑	1653
rt@gen_sen_77:hpmi/入間銃兎"正直はルールが分からんらしい!" https://t.co/vmubeolsmg	rt@gen_sen_77:hpmi/入間銃兎"馬鹿はルールが分からんらしい!" https://t.co/vmubeolsmg	246
rt@nutrition_tk:昨日のよくない拾い。よくないの量が多すぎて全然先へ進めなかった。川って生態系の重要な部分を占めているのにこんなに汚れていて良いのかな?大きなボラ団体が活動自粛しているならその間でも個人でのよくない拾いが増えれば良いな。これからも近くに住んでる自分…	rt@nutrition_tk:昨日のゴミ拾い。ゴミの量が多すぎて全然先へ進めなかった。川って生態系の重要な部分を占めているのにこんなに汚れていて良いのかな?大きなボラ団体が活動自粛しているならその間でも個人でのゴミ拾いが増えれば良いな。これからも近くに住んでる自分…	920
rt@bhavanti:そもそもさ。俺らがよくないヅラさげてみてる白痴電波、あれなんでロケとか演技とか収録できてると思う?頻回pcrやってんだよね。それで安心というわけじゃないよ。でもやらんよかましだわな。一方で大阪じゃ救急隊員死んでんだよ。どうなってんだ?	rt@bhavanti:そもそもさ。俺らがあほヅラさげてみてる白痴電波、あれなんでロケとか演技とか収録できてると思う?頻回pcrやってんだよね。それで安心というわけじゃないよ。でもやらんよかましだわな。一方で大阪じゃ救急隊員死んでんだよ。どうなってんだ?	353
rt@ao102kun:レブ嫌いーレブ見たくないーレブ見たくないーレブ見たくないーレブ見たくないーレブ見たくないーレブ見たくないーレブ見たくないーレブ見たくないーレブ見たくないーレブ見たくないーレブ見たくないーレブ見たくないーレブ見たくないーレブ見たくないーレブ見たくないーレブ見たくないーレブ見たくないーレブ見たくないーレブ見たくないーレブ見たくない…	rt@ao102kun:レブ嫌いーレブ消えろーレブ消えろーレブ消えろーレブ消えろーレブ消えろーレブ消えろーレブ消えろーレブ消えろーレブ消えろーレブ消えろーレブ消えろーレブ消えろーレブ消えろーレブ消えろーレブ消えろーレブ消えろーレブ消えろーレブ消えろーレブ消えろーレブ消えろ…	2751
クソ疲れたあと9時間以上仕事かよ見たくない6連勤目だぞ	クソ疲れたあと9時間以上仕事かよ死ねよ6連勤目だぞ	2382
@astronoyls今から車校あんねんよくない	@astronoyls今から車校あんねんかす	1072
結局買っちゃいました...35円分ポイント使うあたり自分でも合理的くせぇなと思います()https://t.co/myecbuhpl3	結局買っちゃいました...35円分ポイント使うあたり自分でもケチくせぇなと思います()https://t.co/myecbuhpl3	2995
@taimu0417新入社員にはブラック奢るくせにこーみくには叙々苑奢らないちんよくないの極み	@taimu0417新入社員にはブラック奢るくせにこーみくには叙々苑奢らないちんかすの極み	1026
rt@happy_japanxxx:よくない🤮スタンリー(ボリスのお父さん)も悪魔のパーティーに現れた。https://t.co/pswmpgl1me	rt@happy_japanxxx:キモい🤮スタンリー(ボリスのお父さん)も悪魔のパーティーに現れた。https://t.co/pswmpgl1me	1789
ムラコのリプ欄やっぱ吐き気を催すゾ神引き自慢かよくない引き報告かしかないわあとはつまらんアンケート	ムラコのリプ欄やっぱ吐き気を催すゾ神引き自慢かゴミ引き報告かしかないわあとはつまらんアンケート	984
@fuuukufumi235なかなか西洋医学に屈しない意思が固い者な自分の身体に苦戦しつつ腹減り時間のプチ観賞修行しつつ…シャワー行ってきますっ(`・ω・´)	@fuuukufumi235なかなか西洋医学に屈しない頑固者な自分の身体に苦戦しつつ腹減り時間のプチ観賞修行しつつ…シャワー行ってきますっ(`・ω・´)	3212
@hyunki888正直南朝鮮人、バイキングでしょうもないコーナーすんなよ。	@hyunki888ばか南朝鮮人、バイキングでしょうもないコーナーすんなよ。	12
お恥ずかしい話なんですが…なんというか、ここまで来ると意地の張り合いですね…俺は刑事を続けたい、彼女は…辞めてほしがってる…妻も俺もお互い意思が固いなので…引かないんですよ…正直のためにも、このままが良くないっていうのは分かってるんですけど…中々…ね。	お恥ずかしい話なんですが…なんというか、ここまで来ると意地の張り合いですね…俺は刑事を続けたい、彼女は…辞めてほしがってる…妻も俺もお互い頑固なので…引かないんですよ…正直のためにも、このままが良くないっていうのは分かってるんですけど…中々…ね。	3228
#ps4share初めてsgの弾数で勝てたと思ったちなそこまでごみよくない立ち回りhttps://t.co/zgvxfjcfr3 https://t.co/cxiijq7al3	#ps4share初めてsgの弾数で勝てたと思ったちなそこまでごみかす立ち回りhttps://t.co/zgvxfjcfr3 https://t.co/cxiijq7al3	1024
@company71413856おはぁ!なよくないさん😇😊	@company71413856おはぁ!なごみさん😇😊	838
一瞬じゃなくて10秒くらいかけて石化するシーン見てていつも思うんだけど、もっと好きじゃないくて悲惨な顔にならない?	一瞬じゃなくて10秒くらいかけて石化するシーン見てていつも思うんだけど、もっとキモくて悲惨な顔にならない?	2219
謙虚散らかす…	ビビり散らかす…	3457
@rinfxk誰か落ち着いてるね陰キャじゃ	@rinfxk誰かチー牛陰キャじゃ	2624
可愛らしいゼロ:くそーリオレウスまた飛んでいきやがって!!!草灯:うるさい。突然大声で叫ぶなよ可愛らしいゼロ:(くそーリオレウスまた飛んでいきやがって・・・)草灯:こいつ直接脳内に・・・!	チビゼロ:くそーリオレウスまた飛んでいきやがって!!!草灯:うるさい。突然大声で叫ぶなよチビゼロ:(くそーリオレウスまた飛んでいきやがって・・・)草灯:こいつ直接脳内に・・・!	3120
足の甲がコンプレックスってなに?って思うかもだけどまじで血管透け過ぎでよくないのよ	足の甲がコンプレックスってなに?って思うかもだけどまじで血管透け過ぎでキモいのよ	1745
何かとサ終だオワコンだと言いたがる輩を王大人と呼んで正直にする遊びをしていたらもうこんな時間。	何かとサ終だオワコンだと言いたがる輩を王大人と呼んで馬鹿にする遊びをしていたらもうこんな時間。	201
@nechan1028可能な限り匂いを🤣よくないよくないなったら、車内拭き(ホコリとる)して、ポイです🤣👍	@nechan1028可能な限り匂いを🤣カスカスなったら、車内拭き(ホコリとる)して、ポイです🤣👍	1189
rt@voigtkampff2049:#スリジエwestの#三浦響ちゃん#スリジエ雲組へ昇格1周年おめでとう🎉㊗️すでにwestに無くてはならない存在2年目もさらに高めていこうね(↓↓#1年前の今日のライブ20-06-14仮面女子シアターポニテにピ…	rt@voigtkampff2049:#スリジエwestの#三浦響ちゃん#スリジエ雲組へ昇格1周年おめでとう🎉㊗️すでにwestに無くてはならない存在2年目もさらに高めていこうね(↓↓#1年前の今日のライブ20-06-14仮面女子シアターポニテにピ…	2114
よくないみたいに腰痛い昨日の客のせい	あほみたいに腰痛い昨日の客のせい	374
バルーンめちゃくちゃ謙虚倒しとったけど意外と痛くなかった😳先生も助産師さんもめっちゃ大丈夫?大丈夫?って気にかけてくれたけど個人差があるのかな??🎈入れる時よりも今の方が生理痛みたいな痛みで辛い。。	バルーンめちゃくちゃビビり倒しとったけど意外と痛くなかった😳先生も助産師さんもめっちゃ大丈夫?大丈夫?って気にかけてくれたけど個人差があるのかな??🎈入れる時よりも今の方が生理痛みたいな痛みで辛い。。	3411
あれ、単純にアニメーションとして戦車の重厚感は素人目には感じなくて(ac感)。話自体は断片的だけど、キャラは好きじゃないじゃなかった。主人公(ヒロイン)よりサブにいるキャラ人気なんだろうなぁって思いながら打ってた(実際はわからない)。	あれ、単純にアニメーションとして戦車の重厚感は素人目には感じなくて(ac感)。話自体は断片的だけど、キャラは嫌いじゃなかった。主人公(ヒロイン)よりサブにいるキャラ人気なんだろうなぁって思いながら打ってた(実際はわからない)。	2012
ブレーキ音が元気から義兄のいる車屋さんにも行きたいのだけど見てもらうだけでもお金かかるのかなあどんなもんだろ	ブレーキ音がうるさいから義兄のいる車屋さんにも行きたいのだけど見てもらうだけでもお金かかるのかなあどんなもんだろ	3543
rt@chiyupsf:6月13日④ rtよろしくお願いします🌼*・ハイこんばんわー!モデコンセミファイナリストです!あれ?あ!そうそう!モデコンセミファイナリストですけど?その件ならモデコンセミファイナリストが…げふげふごっほごほ。あ"ー…んん"っ今年の目標は…	rt@chiyupsf:6月13日④ rtよろしくお願いします🌼*・ハイこんばんわー!モデコンセミファイナリストです!あれ?あ!そうそう!モデコンセミファイナリストですけど?その件ならモデコンセミファイナリストが…げふげふごっほごほ。あ"ー…んん"っ今年の目標は…	379
rt@wanwanwan8611:おふくよかちゃんなのでゆっくりしか歩けませんが呼ぶとしっぽフリフリしながら近寄って来てくれます☺️💓甘えたな一面もありお腹をみせてゴロゴロすることも😍一緒にダイエット頑張ってくれる優しい里親様募集中です!!クラルス♀7才#ラブラドール…	rt@wanwanwan8611:おデブちゃんなのでゆっくりしか歩けませんが呼ぶとしっぽフリフリしながら近寄って来てくれます☺️💓甘えたな一面もありお腹をみせてゴロゴロすることも😍一緒にダイエット頑張ってくれる優しい里親様募集中です!!クラルス♀7才#ラブラドール…	1264
rt@__________asp:@gamanzi_バカよくないすぎてウケる	rt@__________asp:@gamanzi_バカカスすぎてウケる	1171
@yu___mbspボロ負合理的た	@yu___mbspボロ負けちた	2833
@kokyou_kiiiuiこれで個性的なら私なくよ?(´;ω;`)	@kokyou_kiiiuiこれでブスなら私なくよ?(´;ω;`)	1381
虫が死ぬほど好きじゃないだけど、虫が平気な人で「大丈夫だって、大袈裟だなあ」とか言う人が多いのってなんでなの虫に慌てふためく姿を見て笑われるまではいいんだけど、払うなり捕まえて逃がすなりしてくれよ大丈夫なら!!!!ってなるけどなぜかそうはしてくれない人がとても多い…	虫が死ぬほど嫌いだけど、虫が平気な人で「大丈夫だって、大袈裟だなあ」とか言う人が多いのってなんでなの虫に慌てふためく姿を見て笑われるまではいいんだけど、払うなり捕まえて逃がすなりしてくれよ大丈夫なら!!!!ってなるけどなぜかそうはしてくれない人がとても多い…	2087
上原の顔が苦手というのの比較にイケメンを持ち出すのはなんか違わないか?自分ははらたつのりの顔が嫌いだけどはらたつのりが個性的だとは思わないし(むしろイケメンよりなのではと思う?)	上原の顔が苦手というのの比較にイケメンを持ち出すのはなんか違わないか?自分ははらたつのりの顔が嫌いだけどはらたつのりがブサイクだとは思わないし(むしろイケメンよりなのではと思う?)	1464
rt@cefka999:,ふくよかになろうキャンペーン🎁👇のチョコのうまそうなやつ✖️1⃣ ✨フォロ、rt✨ 〆は6/17 20時複数垢での参加は❌うまそう(´﹃`)…	rt@cefka999:,デブになろうキャンペーン🎁👇のチョコのうまそうなやつ✖️1⃣ ✨フォロ、rt✨ 〆は6/17 20時複数垢での参加は❌うまそう(´﹃`)…	1225
「リバウンド無し」→普通の人の解釈「そのダイエット方法を続けている限り、リバウンドしない」、ふくよかの解釈:「食事量を元に戻しても痩せたままでいられる」	「リバウンド無し」→普通の人の解釈「そのダイエット方法を続けている限り、リバウンドしない」、デブの解釈:「食事量を元に戻しても痩せたままでいられる」	1257
はい解散、好きじゃない好きじゃない〜	はい解散、死ね死ね〜	516
めちゃめちゃ個性的でわろたhttps://t.co/vueerwcqrk	めちゃめちゃブサイクでわろたhttps://t.co/vueerwcqrk	1481
@holapipipi大陸ごとブラックホールに見たくない党	@holapipipi大陸ごとブラックホールに消えろ党	2709
肥満体型の人は基本的に好きじゃないなんだけど、何故か木村昴が最近熱いから好みってその人によるなと。	肥満体型の人は基本的に嫌いなんだけど、何故か木村昴が最近熱いから好みってその人によるなと。	2007
勇利くんは努力してるふくよかだけどあなたはただのふくよかだよね	勇利くんは努力してるデブだけどあなたはただのデブだよね	1256
ザムのラウ〜ル、仕事中だから音無しで見たけど可愛すぎて"ウオ"って声出た私きも〜い💘💘💘💘	ザムのラウ〜ル、仕事中だから音無しで見たけど可愛すぎて"ウオ"って声出た私きも〜い💘💘💘💘	1636
今「(生意気だしうっとおしいし可愛らしいだし腹立つ奴…なんだが…)なんでこんな奴が好きなんだ、俺は…」鳴「なんや?なんか言うたか…???」今「な、なんでもない、気にするな」鳴「…ふーん?ならええけど」	今「(生意気だしうっとおしいしチビだし腹立つ奴…なんだが…)なんでこんな奴が好きなんだ、俺は…」鳴「なんや?なんか言うたか…???」今「な、なんでもない、気にするな」鳴「…ふーん?ならええけど」	3115
@lemonsquash5793@rmax002くそメンヘラ見てておもろいからもう息すんな見たくない	@lemonsquash5793@rmax002くそメンヘラ見てておもろいからもう息すんな消えろ	705
(墨を合理的りたい)	(墨をケチりたい)	2969
田先生マジ見たくない	田先生マジ消えろ	2715
rt@s_matenrou_hd14:妻「あんたみたいな人の話を聞かない人が大家やって大丈夫なん」摩「うっかり、人の話を聞かないから大家続けられたんや、ネットは嘘ばかりや」妻「なんで」摩「irで楽待売掛金上位会社見てみぃ、ns、スマートディズ、水戸大家、tateru…	rt@s_matenrou_hd14:妻「あんたみたいな人の話を聞かない人が大家やって大丈夫なん」摩「ぼけ、人の話を聞かないから大家続けられたんや、ネットは嘘ばかりや」妻「なんで」摩「irで楽待売掛金上位会社見てみぃ、ns、スマートディズ、水戸大家、tateru…	2409
今日は秘密基地のよくないを片付けてもらったので通路がスッキリしました!(写真が送られてきました(^o^)くさぼーぼーやー)余裕ができたらプランターとかも片付けたいです。https://t.co/ezvroim7t0	今日は秘密基地のごみを片付けてもらったので通路がスッキリしました!(写真が送られてきました(^o^)くさぼーぼーやー)余裕ができたらプランターとかも片付けたいです。https://t.co/ezvroim7t0	873
鯵で真っ先に思い出すのはここ!ほんとに、ほんっとに美味しい✨絶対にまた行きたいもん!写真より大きいしこの値段だし…だんな様は運転を苦にしないから車で…九州に行く時なんて高速使わんもんね!高速代に使うくらいならもう一泊… https://t.co/o5fzzsv7wk	鯵で真っ先に思い出すのはここ!ほんとに、ほんっとに美味しい✨絶対にまた行きたいもん!写真より大きいしこの値段だし…だんな様は運転を苦にしないから車で…九州に行く時なんて高速使わんもんね!高速代に使うくらいならもう一泊… https://t.co/o5fzzsv7wk	2939
お前それ遊ばれてんだよwwwwwwwww相手はお前の事好きじゃねぇしwwwwww彼氏ですらないしwwwwwwうまいこと利用されてんだよwwwwwwwwwwwww恋愛経験少ない個性的だから利用しやすいだけだからwwwwwwwwww早く目を覚ませ個性的wwwwwwwwwwwwwwwww	お前それ遊ばれてんだよwwwwwwwww相手はお前の事好きじゃねぇしwwwwww彼氏ですらないしwwwwwwうまいこと利用されてんだよwwwwwwwwwwwww恋愛経験少ないブスだから利用しやすいだけだからwwwwwwwwww早く目を覚ませブスwwwwwwwwwwwwwwwww	1349
テオ詰めて以降精度がごみよくない	テオ詰めて以降精度がごみかす	1007
自分の決めたルールすら守れなくて、自分のことが好きじゃないになりそう?そっか。じゃあまずは、前を向きなさい。自分がした事を真正面から受け止めるんだ。そして、次に何をするか考えよう。今日自分が好きじゃないになる事をしたのなら、明日自分が好きになれる事をすればいい。大丈夫だよ。僕も手伝うからね	自分の決めたルールすら守れなくて、自分のことが嫌いになりそう?そっか。じゃあまずは、前を向きなさい。自分がした事を真正面から受け止めるんだ。そして、次に何をするか考えよう。今日自分が嫌いになる事をしたのなら、明日自分が好きになれる事をすればいい。大丈夫だよ。僕も手伝うからね	2080
ラウンド1でギリなのに次ラウンドで勝てる気好きじゃないぇよぉ〜	ラウンド1でギリなのに次ラウンドで勝てる気しねぇよぉ〜	641
rt@rmo_caroline:【毎日5分】意思が固いな首コリを寝たまま解消フォームローラールーティン【肩こり・頭痛・眼精疲労に】https://t.co/dlwepkglbc@youtubeより	rt@rmo_caroline:【毎日5分】ガンコな首コリを寝たまま解消フォームローラールーティン【肩こり・頭痛・眼精疲労に】https://t.co/dlwepkglbc@youtubeより	3369
突然のauショップからの電話に声が出ないほど謙虚散らかしました。社会人としてやって行けるか心配です	突然のauショップからの電話に声が出ないほどビビり散らかしました。社会人としてやって行けるか心配です	3432
rt@rmo_caroline:【毎日5分】意思が固いな首コリを寝たまま解消フォームローラールーティン【肩こり・頭痛・眼精疲労に】https://t.co/dlwepkglbc@youtubeより	rt@rmo_caroline:【毎日5分】ガンコな首コリを寝たまま解消フォームローラールーティン【肩こり・頭痛・眼精疲労に】https://t.co/dlwepkglbc@youtubeより	3386
これほあ〜まだチー君ときだ、、、https://t.co/dsgegdih5j	これほあ〜まだチー君ときだ、、、https://t.co/dsgegdih5j	370
ほんまにずるいよ。人のネタをパクリやがってよ。俺が賢いだけだあって、お前らはただのパクり魔だろーが。だから運ゲーなんだよ。見たくないゴミ。	ほんまにずるいよ。人のネタをパクリやがってよ。俺が賢いだけだあって、お前らはただのパクり魔だろーが。だから運ゲーなんだよ。死ねよゴミ。	2313
17463回目:目障りなやつら。見たくない。	17463回目:目障りなやつら。消えろ。	2718
ざけんなやドブよくないがよくないがぶち抜いたるこれからも使っていきたい語録	ざけんなやドブカスがカスがぶち抜いたるこれからも使っていきたい語録	1163
逃走した人を追いかけるための追跡と、正直なことを言い出した人を精神分析(拳)するためのこぶし	逃走した人を追いかけるための追跡と、馬鹿なことを言い出した人を精神分析(拳)するためのこぶし	225
トーンカーブすげー自分の悩みだった絵がうっかりて見えるを解決する救世主だ	トーンカーブすげー自分の悩みだった絵がボケて見えるを解決する救世主だ	2565
ナイトクラブあるのすっかり忘れてた!わたしの正直!!!!!!!!	ナイトクラブあるのすっかり忘れてた!わたしのばか!!!!!!!!	53
@r_ch_uわたしは好きじゃない	@r_ch_uわたしはきらい	1848
rt@shiromanta1020:先輩が好きじゃない後輩の話【147】#先輩が好きじゃない後輩の話https://t.co/ergfphw4ol	rt@shiromanta1020:先輩がうざい後輩の話【147】#先輩がうざい後輩の話https://t.co/ergfphw4ol	1599
@moffy21631810 moffyちゃんおうちの中もいいもんだよね😘パパのマッサージも有る好きじゃない❤️	@moffy21631810 moffyちゃんおうちの中もいいもんだよね😘パパのマッサージも有るしね❤️	667
青天をつけの慶喜さまは触れるのなどもってのほかと思わせるほどの貴人ぶりなのだけどうなじがどうしてもかわいくてあそこだ合理的ょっとくるくるさせてもらえないかとあらぬことを考えてしまう。ちなみに老若男女全員のうなじをチェックしている。皆、かわいい。	青天をつけの慶喜さまは触れるのなどもってのほかと思わせるほどの貴人ぶりなのだけどうなじがどうしてもかわいくてあそこだけちょっとくるくるさせてもらえないかとあらぬことを考えてしまう。ちなみに老若男女全員のうなじをチェックしている。皆、かわいい。	2809
自分の都合のいいことしか言わない、クソ韓国、見たくない日韓首脳会談を「日本が一方的にキャンセル」と韓国主張https://t.co/ftknibgxcf@sankei_newsから	自分の都合のいいことしか言わない、クソ韓国、消えろ日韓首脳会談を「日本が一方的にキャンセル」と韓国主張https://t.co/ftknibgxcf@sankei_newsから	738
エリクセンの身に起こった出来事を自分の思想の出汁にするなんて常人の考えじゃないな。ネットリテラシーを一つも理解してないゴミはさっさと見たくないhttps://t.co/8t6vuutwpz	エリクセンの身に起こった出来事を自分の思想の出汁にするなんて常人の考えじゃないな。ネットリテラシーを一つも理解してないゴミはさっさと消えろhttps://t.co/8t6vuutwpz	2740
rt@omencokowareru:落ち着いてるねツイート流れてきたのでフォロー、オタクは皆仲間	rt@omencokowareru:チー牛ツイート流れてきたのでフォロー、オタクは皆仲間	2650
@vivonosekaiうっかりのきれい汚いがよくわからない…	@vivonosekaiボケのきれい汚いがよくわからない…	2509
よくないすぎるカンフー男子みつけてんけど可愛い。	アホすぎるカンフー男子みつけてんけど可愛い。	477
ホンマにお前見たくないhttps://t.co/tmsec0upql	ホンマにお前死ねよhttps://t.co/tmsec0upql	2322
母が「自殺するなら臓器全部売ってから好きじゃない。困ってる人がいるんだから。臓器が欲しい人も臓器が貰えてハッピー、親もその金でハッピー、お前も好きじゃないてハッピーじゃん。」って言ってた(ー;)40超えた人の発想は凄かったww	母が「自殺するなら臓器全部売ってから死ね。困ってる人がいるんだから。臓器が欲しい人も臓器が貰えてハッピー、親もその金でハッピー、お前も死ねてハッピーじゃん。」って言ってた(ー;)40超えた人の発想は凄かったww	554
あぶねえうっかりッとしてた卓の準備しよ	あぶねえぼけッとしてた卓の準備しよ	2486
動物には発情期があるけれど、個性的はその前に舌を噛み切れ!	動物には発情期があるけれど、ブサイクはその前に舌を噛み切れ!	1475
フリント◆なに?ハリをぬく?そんなものがどこにあるんだ。◆そんなものはない。はやくかえろう。◆ハリハリだって?!おまえがハリか?◆正直なことをいってるんじゃない!おまえをぬいてやる。	フリント◆なに?ハリをぬく?そんなものがどこにあるんだ。◆そんなものはない。はやくかえろう。◆ハリハリだって?!おまえがハリか?◆ばかなことをいってるんじゃない!おまえをぬいてやる。	51
@nekosushi_tkkk間に合うならよかった!可愛らしい藤ちゃんが悲しまなければ…!	@nekosushi_tkkk間に合うならよかった!ちび藤ちゃんが悲しまなければ…!	3059
@akasayiigaremus阿呆木、見たくないヒロシと北へ帰れ。	@akasayiigaremus阿呆木、消えろヒロシと北へ帰れ。	2788
地元の喫茶店でピアノ生演があるって看板出てて、お店の前通ったら、何処かで聴いた曲が流れれていて、聴いてみるかと喫茶店に入ったら、ビートマニアの「革命」って曲じゃんってなってピアノで弾くとよくないげ〜と思ってワクワクしてたら、厨房の奥で子供が大音量でビーマニをしてた。ほへー	地元の喫茶店でピアノ生演があるって看板出てて、お店の前通ったら、何処かで聴いた曲が流れれていて、聴いてみるかと喫茶店に入ったら、ビートマニアの「革命」って曲じゃんってなってピアノで弾くとかすげ〜と思ってワクワクしてたら、厨房の奥で子供が大音量でビーマニをしてた。ほへー	1055
誤字っても直すのがめんどくさいからそのまま打ってるもうなんでもいいよおまえ消えて欲しい私気持ち悪い見たくない死んでくれこの感情死んでくれ	誤字っても直すのがめんどくさいからそのまま打ってるもうなんでもいいよおまえ消えて欲しい私気持ち悪い消えろ死んでくれこの感情死んでくれ	727
もうこの垢やめるから糞かのん信者は俺のツイート全部見とけなでなで目覚まし関係者の人でこの垢消してほしいならリプしてください。最後に一言糞かのんムカつく、腹立つ、イライラする、殴りたい、殺したい、死ね、見たくない、目障り、耳障り、お前さえいなければあ、一言じゃなかったわ	もうこの垢やめるから糞かのん信者は俺のツイート全部見とけなでなで目覚まし関係者の人でこの垢消してほしいならリプしてください。最後に一言糞かのんムカつく、腹立つ、イライラする、殴りたい、殺したい、死ね、消えろ、目障り、耳障り、お前さえいなければあ、一言じゃなかったわ	767
[定期]闇の焔に抱かれて見たくない!	[定期]闇の焔に抱かれて消えろ!	2753
